# Created by Octave 3.6.2, Mon Apr 07 14:42:09 2014 BST <lewisn05@mc-s056977.home>
# name: z
# type: matrix
# rows: 41
# columns: 41
 4.49 4.1 3.73 3.379999999999999 3.05 2.74 2.45 2.179999999999999 1.93 1.7 1.49 1.3 1.13 0.9799999999999999 0.8499999999999998 0.74 0.6499999999999999 0.5799999999999998 0.5299999999999999 0.4999999999999999 0.4899999999999999 0.4999999999999999 0.53 0.5800000000000001 0.6500000000000002 0.74 0.8500000000000001 0.9800000000000002 1.13 1.3 1.49 1.7 1.93 2.180000000000001 2.450000000000001 2.74 3.05 3.38 3.730000000000001 4.100000000000001 4.49
 4.359999999999999 3.97 3.6 3.25 2.92 2.61 2.319999999999999 2.049999999999999 1.8 1.57 1.36 1.17 0.9999999999999996 0.8499999999999998 0.7199999999999996 0.6099999999999999 0.5199999999999998 0.4499999999999997 0.3999999999999998 0.3699999999999998 0.3599999999999998 0.3699999999999998 0.3999999999999999 0.45 0.5200000000000001 0.6099999999999999 0.72 0.8500000000000001 1 1.17 1.36 1.57 1.8 2.05 2.320000000000001 2.61 2.92 3.25 3.600000000000001 3.970000000000001 4.359999999999999
 4.25 3.86 3.49 3.14 2.81 2.5 2.21 1.94 1.69 1.46 1.25 1.06 0.8899999999999997 0.74 0.6099999999999999 0.5 0.4099999999999999 0.3399999999999999 0.29 0.26 0.25 0.26 0.2900000000000001 0.3400000000000002 0.4100000000000003 0.5 0.6100000000000001 0.7400000000000002 0.8900000000000005 1.06 1.25 1.46 1.69 1.940000000000001 2.210000000000001 2.5 2.81 3.140000000000001 3.490000000000001 3.860000000000001 4.25
 4.16 3.77 3.4 3.05 2.720000000000001 2.41 2.12 1.849999999999999 1.6 1.37 1.16 0.9699999999999998 0.7999999999999996 0.6499999999999999 0.5199999999999998 0.4099999999999999 0.3199999999999998 0.2499999999999998 0.1999999999999999 0.1699999999999999 0.1599999999999999 0.1699999999999999 0.2 0.2500000000000001 0.3200000000000002 0.4099999999999999 0.52 0.6500000000000001 0.8000000000000004 0.9700000000000005 1.16 1.37 1.6 1.850000000000001 2.120000000000001 2.41 2.720000000000001 3.050000000000001 3.400000000000001 3.770000000000001 4.16
 4.09 3.7 3.33 2.98 2.65 2.34 2.05 1.779999999999999 1.53 1.3 1.09 0.8999999999999997 0.7299999999999995 0.5799999999999998 0.4499999999999997 0.3399999999999999 0.2499999999999998 0.1799999999999998 0.1299999999999999 0.09999999999999987 0.0899999999999999 0.09999999999999992 0.13 0.18 0.2500000000000002 0.3399999999999999 0.45 0.5800000000000002 0.7300000000000003 0.9000000000000005 1.09 1.3 1.53 1.78 2.050000000000001 2.34 2.65 2.98 3.330000000000001 3.700000000000001 4.09
 4.04 3.65 3.28 2.93 2.600000000000001 2.29 2 1.73 1.48 1.25 1.04 0.8499999999999999 0.6799999999999997 0.5299999999999999 0.3999999999999998 0.29 0.1999999999999999 0.1299999999999999 0.07999999999999996 0.04999999999999995 0.03999999999999998 0.05 0.08000000000000004 0.1300000000000001 0.2000000000000003 0.29 0.4000000000000001 0.5300000000000002 0.6800000000000004 0.8500000000000005 1.04 1.25 1.48 1.730000000000001 2.000000000000001 2.29 2.600000000000001 2.930000000000001 3.280000000000001 3.650000000000001 4.04
 4.01 3.62 3.25 2.899999999999999 2.57 2.26 1.97 1.7 1.45 1.22 1.01 0.8199999999999998 0.6499999999999997 0.4999999999999999 0.3699999999999998 0.26 0.1699999999999999 0.09999999999999987 0.04999999999999995 0.01999999999999995 0.009999999999999974 0.01999999999999999 0.05000000000000004 0.1000000000000001 0.1700000000000003 0.26 0.3700000000000001 0.5000000000000002 0.6500000000000005 0.8200000000000006 1.01 1.22 1.45 1.700000000000001 1.970000000000001 2.26 2.57 2.9 3.250000000000001 3.620000000000001 4.01
 4 3.61 3.24 2.89 2.56 2.25 1.96 1.69 1.44 1.21 1 0.8099999999999998 0.6399999999999997 0.4899999999999999 0.3599999999999998 0.25 0.1599999999999999 0.0899999999999999 0.03999999999999998 0.009999999999999974 0 0.01000000000000002 0.04000000000000007 0.09000000000000016 0.1600000000000003 0.25 0.3600000000000001 0.4900000000000003 0.6400000000000005 0.8100000000000006 1 1.21 1.44 1.690000000000001 1.960000000000001 2.25 2.56 2.890000000000001 3.240000000000001 3.610000000000001 4
 4.01 3.62 3.25 2.9 2.570000000000001 2.26 1.97 1.7 1.45 1.22 1.01 0.8199999999999998 0.6499999999999997 0.4999999999999999 0.3699999999999998 0.26 0.1699999999999999 0.09999999999999992 0.05 0.01999999999999999 0.01000000000000002 0.02000000000000004 0.05000000000000009 0.1000000000000002 0.1700000000000003 0.26 0.3700000000000001 0.5000000000000003 0.6500000000000005 0.8200000000000006 1.01 1.22 1.45 1.700000000000001 1.970000000000001 2.26 2.570000000000001 2.900000000000001 3.250000000000001 3.620000000000001 4.01
 4.04 3.65 3.28 2.93 2.600000000000001 2.29 2 1.73 1.48 1.25 1.04 0.8499999999999999 0.6799999999999997 0.53 0.3999999999999999 0.2900000000000001 0.2 0.13 0.08000000000000004 0.05000000000000004 0.04000000000000007 0.05000000000000009 0.08000000000000014 0.1300000000000002 0.2000000000000003 0.2900000000000001 0.4000000000000002 0.5300000000000004 0.6800000000000005 0.8500000000000006 1.04 1.25 1.48 1.730000000000001 2.000000000000001 2.29 2.600000000000001 2.930000000000001 3.280000000000001 3.650000000000001 4.04
 4.09 3.7 3.330000000000001 2.98 2.650000000000001 2.34 2.05 1.78 1.53 1.3 1.09 0.9 0.7299999999999999 0.5800000000000001 0.45 0.3400000000000002 0.2500000000000001 0.18 0.1300000000000001 0.1000000000000001 0.09000000000000016 0.1000000000000002 0.1300000000000002 0.1800000000000003 0.2500000000000004 0.3400000000000002 0.4500000000000003 0.5800000000000004 0.7300000000000006 0.9000000000000008 1.09 1.3 1.53 1.780000000000001 2.050000000000001 2.34 2.650000000000001 2.980000000000001 3.330000000000001 3.700000000000002 4.09
 4.16 3.77 3.4 3.05 2.720000000000001 2.41 2.12 1.85 1.6 1.370000000000001 1.16 0.9700000000000001 0.7999999999999999 0.6500000000000002 0.5200000000000001 0.4100000000000003 0.3200000000000002 0.2500000000000002 0.2000000000000003 0.1700000000000003 0.1600000000000003 0.1700000000000003 0.2000000000000003 0.2500000000000004 0.3200000000000006 0.4100000000000003 0.5200000000000004 0.6500000000000006 0.8000000000000007 0.9700000000000009 1.16 1.370000000000001 1.600000000000001 1.850000000000001 2.120000000000001 2.41 2.720000000000001 3.050000000000001 3.400000000000001 3.770000000000001 4.16
 4.25 3.86 3.49 3.14 2.81 2.5 2.21 1.94 1.69 1.46 1.25 1.06 0.8899999999999997 0.74 0.6099999999999999 0.5 0.4099999999999999 0.3399999999999999 0.29 0.26 0.25 0.26 0.2900000000000001 0.3400000000000002 0.4100000000000003 0.5 0.6100000000000001 0.7400000000000002 0.8900000000000005 1.06 1.25 1.46 1.69 1.940000000000001 2.210000000000001 2.5 2.81 3.140000000000001 3.490000000000001 3.860000000000001 4.25
 4.36 3.97 3.600000000000001 3.25 2.920000000000001 2.61 2.32 2.05 1.8 1.57 1.36 1.17 0.9999999999999998 0.8500000000000001 0.72 0.6100000000000001 0.52 0.45 0.4000000000000001 0.3700000000000001 0.3600000000000001 0.3700000000000001 0.4000000000000002 0.4500000000000003 0.5200000000000004 0.6100000000000001 0.7200000000000002 0.8500000000000003 1 1.170000000000001 1.36 1.57 1.8 2.050000000000001 2.320000000000001 2.61 2.920000000000001 3.250000000000001 3.600000000000001 3.970000000000002 4.36
 4.49 4.100000000000001 3.73 3.38 3.050000000000001 2.74 2.45 2.18 1.93 1.7 1.49 1.3 1.13 0.9800000000000002 0.8500000000000001 0.7400000000000002 0.6500000000000001 0.5800000000000002 0.5300000000000002 0.5000000000000002 0.4900000000000003 0.5000000000000003 0.5300000000000004 0.5800000000000004 0.6500000000000006 0.7400000000000002 0.8500000000000003 0.9800000000000005 1.130000000000001 1.300000000000001 1.49 1.7 1.930000000000001 2.180000000000001 2.450000000000002 2.74 3.050000000000001 3.380000000000001 3.730000000000001 4.100000000000001 4.49
 4.640000000000001 4.25 3.880000000000001 3.53 3.200000000000001 2.890000000000001 2.6 2.33 2.080000000000001 1.850000000000001 1.640000000000001 1.45 1.28 1.13 1 0.8900000000000005 0.8000000000000004 0.7300000000000003 0.6800000000000004 0.6500000000000005 0.6400000000000005 0.6500000000000005 0.6800000000000005 0.7300000000000006 0.8000000000000007 0.8900000000000005 1 1.130000000000001 1.280000000000001 1.450000000000001 1.640000000000001 1.850000000000001 2.080000000000001 2.330000000000001 2.600000000000001 2.890000000000001 3.200000000000001 3.530000000000001 3.880000000000002 4.250000000000002 4.640000000000001
 4.81 4.420000000000001 4.050000000000001 3.7 3.370000000000001 3.06 2.77 2.5 2.25 2.020000000000001 1.81 1.620000000000001 1.45 1.3 1.17 1.06 0.9700000000000005 0.9000000000000005 0.8500000000000005 0.8200000000000006 0.8100000000000006 0.8200000000000006 0.8500000000000006 0.9000000000000008 0.9700000000000009 1.06 1.170000000000001 1.300000000000001 1.450000000000001 1.620000000000001 1.81 2.020000000000001 2.250000000000001 2.500000000000001 2.770000000000002 3.06 3.370000000000001 3.700000000000001 4.050000000000002 4.420000000000002 4.81
 5 4.609999999999999 4.24 3.89 3.56 3.25 2.96 2.69 2.44 2.21 2 1.81 1.64 1.49 1.36 1.25 1.16 1.09 1.04 1.01 1 1.01 1.04 1.09 1.16 1.25 1.36 1.49 1.640000000000001 1.81 2 2.21 2.44 2.69 2.960000000000001 3.25 3.56 3.890000000000001 4.240000000000001 4.610000000000001 5
 5.21 4.82 4.45 4.1 3.77 3.46 3.17 2.899999999999999 2.65 2.42 2.21 2.02 1.85 1.7 1.57 1.46 1.37 1.3 1.25 1.22 1.21 1.22 1.25 1.3 1.370000000000001 1.46 1.57 1.7 1.850000000000001 2.020000000000001 2.21 2.42 2.65 2.900000000000001 3.170000000000001 3.46 3.77 4.100000000000001 4.450000000000001 4.820000000000001 5.21
 5.44 5.050000000000001 4.680000000000001 4.33 4.000000000000001 3.69 3.4 3.13 2.88 2.65 2.44 2.25 2.08 1.93 1.8 1.69 1.6 1.53 1.48 1.45 1.44 1.45 1.48 1.53 1.600000000000001 1.69 1.8 1.930000000000001 2.080000000000001 2.250000000000001 2.44 2.65 2.880000000000001 3.130000000000001 3.400000000000001 3.69 4.000000000000001 4.330000000000001 4.680000000000001 5.050000000000002 5.44
 5.69 5.300000000000001 4.930000000000001 4.58 4.250000000000001 3.94 3.65 3.38 3.130000000000001 2.900000000000001 2.69 2.5 2.33 2.180000000000001 2.05 1.940000000000001 1.850000000000001 1.78 1.730000000000001 1.700000000000001 1.690000000000001 1.700000000000001 1.730000000000001 1.780000000000001 1.850000000000001 1.940000000000001 2.050000000000001 2.180000000000001 2.330000000000001 2.500000000000001 2.69 2.900000000000001 3.130000000000001 3.380000000000001 3.650000000000002 3.94 4.250000000000001 4.580000000000001 4.930000000000001 5.300000000000002 5.69
 5.960000000000001 5.570000000000001 5.200000000000001 4.850000000000001 4.520000000000001 4.210000000000001 3.920000000000001 3.65 3.400000000000001 3.170000000000001 2.960000000000001 2.770000000000001 2.600000000000001 2.450000000000001 2.320000000000001 2.210000000000001 2.120000000000001 2.050000000000001 2.000000000000001 1.970000000000001 1.960000000000001 1.970000000000001 2.000000000000001 2.050000000000001 2.120000000000001 2.210000000000001 2.320000000000001 2.450000000000002 2.600000000000001 2.770000000000002 2.960000000000001 3.170000000000001 3.400000000000001 3.650000000000002 3.920000000000002 4.210000000000001 4.520000000000001 4.850000000000001 5.200000000000002 5.570000000000002 5.960000000000001
 6.25 5.859999999999999 5.49 5.14 4.81 4.5 4.21 3.94 3.69 3.46 3.25 3.06 2.89 2.74 2.61 2.5 2.41 2.34 2.29 2.26 2.25 2.26 2.29 2.34 2.41 2.5 2.61 2.74 2.890000000000001 3.06 3.25 3.46 3.69 3.94 4.210000000000001 4.5 4.81 5.140000000000001 5.490000000000001 5.860000000000001 6.25
 6.56 6.17 5.800000000000001 5.45 5.120000000000001 4.81 4.52 4.25 4 3.77 3.56 3.37 3.2 3.05 2.92 2.81 2.720000000000001 2.65 2.600000000000001 2.57 2.56 2.570000000000001 2.600000000000001 2.650000000000001 2.720000000000001 2.81 2.920000000000001 3.050000000000001 3.200000000000001 3.370000000000001 3.56 3.77 4.000000000000001 4.250000000000001 4.520000000000001 4.81 5.120000000000001 5.450000000000001 5.800000000000002 6.170000000000002 6.56
 6.890000000000001 6.5 6.130000000000001 5.78 5.450000000000001 5.140000000000001 4.850000000000001 4.58 4.33 4.100000000000001 3.890000000000001 3.7 3.53 3.38 3.25 3.140000000000001 3.050000000000001 2.98 2.930000000000001 2.9 2.890000000000001 2.900000000000001 2.930000000000001 2.980000000000001 3.050000000000001 3.140000000000001 3.250000000000001 3.380000000000001 3.530000000000001 3.700000000000001 3.890000000000001 4.100000000000001 4.330000000000001 4.580000000000001 4.850000000000001 5.140000000000001 5.450000000000001 5.780000000000001 6.130000000000002 6.500000000000002 6.890000000000001
 7.240000000000001 6.850000000000001 6.480000000000001 6.130000000000001 5.800000000000002 5.490000000000001 5.200000000000001 4.930000000000001 4.680000000000001 4.450000000000001 4.240000000000001 4.050000000000001 3.880000000000001 3.730000000000001 3.600000000000001 3.490000000000001 3.400000000000001 3.330000000000001 3.280000000000001 3.250000000000001 3.240000000000001 3.250000000000001 3.280000000000001 3.330000000000001 3.400000000000001 3.490000000000001 3.600000000000001 3.730000000000001 3.880000000000002 4.050000000000002 4.240000000000001 4.450000000000001 4.680000000000001 4.930000000000001 5.200000000000002 5.490000000000001 5.800000000000002 6.130000000000002 6.480000000000002 6.850000000000002 7.240000000000001
 7.610000000000001 7.220000000000001 6.850000000000001 6.500000000000001 6.170000000000002 5.860000000000001 5.570000000000001 5.300000000000001 5.050000000000001 4.820000000000001 4.610000000000001 4.420000000000001 4.250000000000001 4.100000000000001 3.970000000000001 3.860000000000001 3.770000000000001 3.700000000000001 3.650000000000001 3.620000000000001 3.610000000000001 3.620000000000001 3.650000000000001 3.700000000000002 3.770000000000001 3.860000000000001 3.970000000000002 4.100000000000001 4.250000000000002 4.420000000000002 4.610000000000001 4.820000000000001 5.050000000000002 5.300000000000002 5.570000000000002 5.860000000000001 6.170000000000002 6.500000000000002 6.850000000000002 7.220000000000002 7.610000000000001
 8 7.609999999999999 7.24 6.89 6.56 6.25 5.96 5.69 5.44 5.21 5 4.81 4.64 4.49 4.359999999999999 4.25 4.16 4.09 4.04 4.01 4 4.01 4.04 4.09 4.16 4.25 4.36 4.49 4.640000000000001 4.81 5 5.21 5.44 5.69 5.960000000000001 6.25 6.56 6.890000000000001 7.240000000000001 7.610000000000001 8


